Policy Area,Dataset,Variable,Year,Amount,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Employment & Income,Income,Median Household Income,2012,"37,027","Census Tract 1281.02, Los Angeles County, California",128102,Van Nuys,1400000US06037128102,"(34.190296, -118.444351)",Median_Household_Income_2012_1400000US06037128102,01/01/2012
Employment & Income,Income,Median Household Income,2016,"49,928","Census Tract 4816.04, Los Angeles County, California",481604,Alhambra,1400000US06037481604,"(34.0838015, -118.126219)",Median_Household_Income_2016_1400000US06037481604,01/01/2016
Employment & Income,Income,Median Household Income,2010,"36,955","Census Tract 2398.01, Los Angeles County, California",239801,Florence,1400000US06037239801,"(33.96606, -118.2629565)",Median_Household_Income_2010_1400000US06037239801,01/01/2010
Employment & Income,Income,Median Household Income,2011,"71,898","Census Tract 4019.02, Los Angeles County, California",401902,Claremont,1400000US06037401902,"(34.100528, -117.725001)",Median_Household_Income_2011_1400000US06037401902,01/01/2011
Employment & Income,Income,Median Household Income,2010,"58,042","Census Tract 1134.22, Los Angeles County, California",113422,Winnetka,1400000US06037113422,"(34.224085, -118.5821745)",Median_Household_Income_2010_1400000US06037113422,01/01/2010
Employment & Income,Income,Median Household Income,2010,"86,154","Census Tract 1944.02, Los Angeles County, California",194402,Beverly Grove,1400000US06037194402,"(34.0851935, -118.3719725)",Median_Household_Income_2010_1400000US06037194402,01/01/2010
Employment & Income,Income,Median Household Income,2015,"64,243","Census Tract 5720.02, Los Angeles County, California",572002,Long Beach,1400000US06037572002,"(33.8228135, -118.1928235)",Median_Household_Income_2015_1400000US06037572002,01/01/2015
Employment & Income,Income,Median Household Income,2016,"29,042","Census Tract 2362.03, Los Angeles County, California",236203,Baldwin Hills/Crenshaw,1400000US06037236203,"(34.0176365, -118.347316)",Median_Household_Income_2016_1400000US06037236203,01/01/2016
Employment & Income,Income,Median Household Income,2015,"40,286","Census Tract 5732.02, Los Angeles County, California",573202,Long Beach,1400000US06037573202,"(33.7934875, -118.185022)",Median_Household_Income_2015_1400000US06037573202,01/01/2015
Employment & Income,Income,Median Household Income,2013,"32,459","Census Tract 2409, Los Angeles County, California",240900,Green Meadows,1400000US06037240900,"(33.9348825, -118.261859)",Median_Household_Income_2013_1400000US06037240900,01/01/2013
Employment & Income,Income,Median Household Income,2011,"80,058","Census Tract 5038.01, Los Angeles County, California",503801,La Mirada,1400000US06037503801,"(33.899102856232815, -117.99364849999984)",Median_Household_Income_2011_1400000US06037503801,01/01/2011
Employment & Income,Income,Median Household Income,2016,"32,452","Census Tract 5730.04, Los Angeles County, California",573004,Long Beach,1400000US06037573004,"(33.7934855, -118.196468)",Median_Household_Income_2016_1400000US06037573004,01/01/2016
Employment & Income,Income,Median Household Income,2010,"62,192","Census Tract 9200.35, Los Angeles County, California",920035,Santa Clarita,1400000US06037920035,"(34.419514, -118.4632135)",Median_Household_Income_2010_1400000US06037920035,01/01/2010
Employment & Income,Income,Median Household Income,2011,"103,636","Census Tract 9201.08, Los Angeles County, California",920108,Castaic Canyons,1400000US06037920108,"(34.448999, -118.563623)",Median_Household_Income_2011_1400000US06037920108,01/01/2011
Employment & Income,Income,Median Household Income,2015,"69,167","Census Tract 1173.02, Los Angeles County, California",117302,Northridge,1400000US06037117302,"(34.235472, -118.49709)",Median_Household_Income_2015_1400000US06037117302,01/01/2015
Employment & Income,Income,Median Household Income,2011,"110,089","Census Tract 4033.20, Los Angeles County, California",403320,Diamond Bar,1400000US06037403320,"(34.0058045, -117.7950645)",Median_Household_Income_2011_1400000US06037403320,01/01/2011
Employment & Income,Income,Median Household Income,2013,"35,769","Census Tract 6002.01, Los Angeles County, California",600201,Westmont,1400000US06037600201,"(33.948816, -118.2970355)",Median_Household_Income_2013_1400000US06037600201,01/01/2013
Employment & Income,Income,Median Household Income,2013,"96,208","Census Tract 1344.22, Los Angeles County, California",134422,West Hills,1400000US06037134422,"(34.203569, -118.630125)",Median_Household_Income_2013_1400000US06037134422,01/01/2013
Employment & Income,Income,Median Household Income,2015,"72,222","Census Tract 1021.03, Los Angeles County, California",102103,Shadow Hills,1400000US06037102103,"(34.224155, -118.354339)",Median_Household_Income_2015_1400000US06037102103,01/01/2015
Employment & Income,Income,Median Household Income,2012,"72,279","Census Tract 4033.19, Los Angeles County, California",403319,Diamond Bar,1400000US06037403319,"(34.0121545, -117.81493)",Median_Household_Income_2012_1400000US06037403319,01/01/2012
Employment & Income,Income,Median Household Income,2013,"127,727","Census Tract 4034.03, Los Angeles County, California",403403,Walnut,1400000US06037403403,"(34.0303525, -117.842746)",Median_Household_Income_2013_1400000US06037403403,01/01/2013
Employment & Income,Income,Median Household Income,2014,"67,308","Census Tract 4086.28, Los Angeles County, California",408628,Hacienda Heights,1400000US06037408628,"(33.9825995, -117.9424605)",Median_Household_Income_2014_1400000US06037408628,01/01/2014
Employment & Income,Income,Median Household Income,2013,"125,861","Census Tract 8003.31, Los Angeles County, California",800331,Westlake Village,1400000US06037800331,"(34.158577, -118.8018845)",Median_Household_Income_2013_1400000US06037800331,01/01/2013
Employment & Income,Income,Median Household Income,2014,"110,723","Census Tract 4303.02, Los Angeles County, California",430302,Monrovia,1400000US06037430302,"(34.1560235, -118.0059215)",Median_Household_Income_2014_1400000US06037430302,01/01/2014
Employment & Income,Income,Median Household Income,2014,"166,042","Census Tract 6707.02, Los Angeles County, California",670702,Rancho Palos Verdes,1400000US06037670702,"(33.7513725, -118.3285275)",Median_Household_Income_2014_1400000US06037670702,01/01/2014
Employment & Income,Income,Median Household Income,2013,"61,250","Census Tract 1190.01, Los Angeles County, California",119001,Arleta,1400000US06037119001,"(34.232289, -118.4180405)",Median_Household_Income_2013_1400000US06037119001,01/01/2013
Employment & Income,Income,Median Household Income,2011,"88,375","Census Tract 1439.02, Los Angeles County, California",143902,Sherman Oaks,1400000US06037143902,"(34.1378715, -118.418298)",Median_Household_Income_2011_1400000US06037143902,01/01/2011
Employment & Income,Income,Median Household Income,2016,"165,875","Census Tract 2611.02, Los Angeles County, California",261102,Beverly Crest,1400000US06037261102,"(34.1110565, -118.422746)",Median_Household_Income_2016_1400000US06037261102,01/01/2016
Employment & Income,Income,Median Household Income,2012,"36,118","Census Tract 2281, Los Angeles County, California",228100,Central-Alameda,1400000US06037228100,"(34.010118, -118.244922)",Median_Household_Income_2012_1400000US06037228100,01/01/2012
Employment & Income,Income,Median Household Income,2016,,"Census Tract 9800.10, Los Angeles County, California",980010,Elysian Park,1400000US06037980010,"(34.081932, -118.238222)",Median_Household_Income_2016_1400000US06037980010,01/01/2016
Employment & Income,Income,Median Household Income,2014,"59,241","Census Tract 9200.23, Los Angeles County, California",920023,Santa Clarita,1400000US06037920023,"(34.4214975, -118.4905135)",Median_Household_Income_2014_1400000US06037920023,01/01/2014
Employment & Income,Income,Median Household Income,2016,"86,900","Census Tract 1954, Los Angeles County, California",195400,Silver Lake,1400000US06037195400,"(34.089784, -118.274927)",Median_Household_Income_2016_1400000US06037195400,01/01/2016
Employment & Income,Income,Median Household Income,2010,"53,750","Census Tract 1034, Los Angeles County, California",103400,Sunland,1400000US06037103400,"(34.253933, -118.3147245)",Median_Household_Income_2010_1400000US06037103400,01/01/2010
Employment & Income,Income,Median Household Income,2010,"43,654","Census Tract 1913.01, Los Angeles County, California",191301,East Hollywood,1400000US06037191301,"(34.092753, -118.286057)",Median_Household_Income_2010_1400000US06037191301,01/01/2010
Employment & Income,Income,Median Household Income,2012,"35,808","Census Tract 1925.10, Los Angeles County, California",192510,East Hollywood,1400000US06037192510,"(34.07989, -118.3068095)",Median_Household_Income_2012_1400000US06037192510,01/01/2012
Employment & Income,Income,Median Household Income,2015,"52,778","Census Tract 5702.04, Los Angeles County, California",570204,Long Beach,1400000US06037570204,"(33.871521, -118.15561)",Median_Household_Income_2015_1400000US06037570204,01/01/2015
Employment & Income,Income,Median Household Income,2013,"64,583","Census Tract 5300.05, Los Angeles County, California",530005,Monterey Park,1400000US06037530005,"(34.0283005, -118.1077475)",Median_Household_Income_2013_1400000US06037530005,01/01/2013
Employment & Income,Income,Median Household Income,2010,"140,403","Census Tract 9200.26, Los Angeles County, California",920026,Castaic Canyons,1400000US06037920026,"(34.475127, -118.42794)",Median_Household_Income_2010_1400000US06037920026,01/01/2010
Employment & Income,Income,Median Household Income,2016,"80,733","Census Tract 6027, Los Angeles County, California",602700,Hawthorne,1400000US06037602700,"(33.9236775, -118.3177205)",Median_Household_Income_2016_1400000US06037602700,01/01/2016
Employment & Income,Income,Median Household Income,2013,"32,500","Census Tract 2126.10, Los Angeles County, California",212610,Koreatown,1400000US06037212610,"(34.0598685, -118.314272)",Median_Household_Income_2013_1400000US06037212610,01/01/2013
Employment & Income,Income,Median Household Income,2015,"93,500","Census Tract 2641.02, Los Angeles County, California",264102,Brentwood,1400000US06037264102,"(34.059953, -118.4686465)",Median_Household_Income_2015_1400000US06037264102,01/01/2015
Employment & Income,Income,Median Household Income,2015,"95,329","Census Tract 4033.22, Los Angeles County, California",403322,Diamond Bar,1400000US06037403322,"(33.992503, -117.8345605)",Median_Household_Income_2015_1400000US06037403322,01/01/2015
Employment & Income,Income,Median Household Income,2010,"67,386","Census Tract 2738, Los Angeles County, California",273800,Venice,1400000US06037273800,"(33.9935715, -118.4512505)",Median_Household_Income_2010_1400000US06037273800,01/01/2010
Employment & Income,Income,Median Household Income,2013,"25,530","Census Tract 2376, Los Angeles County, California",237600,Vermont-Slauson,1400000US06037237600,"(33.978508, -118.283801)",Median_Household_Income_2013_1400000US06037237600,01/01/2013
Employment & Income,Income,Median Household Income,2016,"80,708","Census Tract 1013, Los Angeles County, California",101300,Tujunga,1400000US06037101300,"(34.2455945, -118.271731)",Median_Household_Income_2016_1400000US06037101300,01/01/2016
Employment & Income,Income,Median Household Income,2014,"47,041","Census Tract 1231.03, Los Angeles County, California",123103,North Hollywood,1400000US06037123103,"(34.1906295, -118.365029)",Median_Household_Income_2014_1400000US06037123103,01/01/2014
Employment & Income,Income,Median Household Income,2010,"66,782","Census Tract 5438.01, Los Angeles County, California",543801,Carson,1400000US06037543801,"(33.8424445, -118.271881)",Median_Household_Income_2010_1400000US06037543801,01/01/2010
Employment & Income,Income,Median Household Income,2012,"77,891","Census Tract 1371.03, Los Angeles County, California",137103,Woodland Hills,1400000US06037137103,"(34.1742965, -118.6015635)",Median_Household_Income_2012_1400000US06037137103,01/01/2012
Employment & Income,Income,Median Household Income,2011,"57,692","Census Tract 1210.20, Los Angeles County, California",121020,Sun Valley,1400000US06037121020,"(34.2110805, -118.402468)",Median_Household_Income_2011_1400000US06037121020,01/01/2011
Employment & Income,Income,Median Household Income,2016,"132,014","Census Tract 2770, Los Angeles County, California",277000,Westchester,1400000US06037277000,"(33.9712845, -118.4009375)",Median_Household_Income_2016_1400000US06037277000,01/01/2016
Employment & Income,Income,Median Household Income,2010,"49,321","Census Tract 5533, Los Angeles County, California",553300,Bellflower,1400000US06037553300,"(33.9034715, -118.1384935)",Median_Household_Income_2010_1400000US06037553300,01/01/2010
Employment & Income,Income,Median Household Income,2010,"61,377","Census Tract 9102.08, Los Angeles County, California",910208,Palmdale,1400000US06037910208,"(34.598115, -118.156459)",Median_Household_Income_2010_1400000US06037910208,01/01/2010
